PDB_1	PDB_2	Len_PDB_1	Len_PDB_2	Coverage	RMSD	I(A)	NULL(S)	NULL(T)	I(TgSA)	NULL(T)-I(TgSA)	NULL(S & T)	I(A & <S,T>)	Compression
pdb7o0g_A_bioassembly	ORF2-class03-tower	733	201	20	0.650	69.661	25706.269	7012.994	6934.749	78.244	32719.263	32700.933	18.330
pdb7o0g_A_bioassembly	ORF2-class09-RT	733	420	158	3.271	224.538	25706.269	14600.474	14259.519	340.955	40306.743	40180.580	126.164
pdb7o0g_A_bioassembly	ORF2-class19-C	733	214	48	5.032	107.187	25706.269	7409.247	7301.238	108.008	33115.516	33104.947	10.568
pdb7o0g_A_bioassembly	ORF2-class10-full	1275	733	0	0.000	40.593	44620.196	25706.269	25706.269	0.000	70326.465	70374.067	-47.603
pdb7o0g_A_bioassembly	ORF2-class10-C	733	214	23	1.343	69.063	25706.269	7410.500	7330.760	79.740	33116.769	33096.345	20.424
pdb7o0g_A_bioassembly	ORF2-class11-N	733	239	58	3.208	115.010	25706.269	8417.778	8274.227	143.551	34124.047	34085.759	38.288
pdb7o0g_A_bioassembly	ORF2-class02-tower	733	201	42	5.676	116.191	25706.269	7044.950	6929.863	115.087	32751.219	32742.576	8.643
pdb7o0g_A_bioassembly	pdb4mh8_A_bioassembly	733	453	413	4.507	173.802	25706.269	15980.341	15173.245	807.096	41686.610	41043.569	643.040
pdb7o0g_A_bioassembly	ORF2-class02-wrist	733	201	0	0.000	37.135	25706.269	7061.694	7061.694	0.000	32767.963	32812.107	-44.144
pdb7o0g_A_bioassembly	ORF2-class10-tower	733	201	0	0.000	37.135	25706.269	7011.342	7011.342	0.000	32717.611	32761.755	-44.144
pdb7o0g_A_bioassembly	pdb4u1c_A,B_bioassembly	733	271	0	0.000	37.716	25706.269	9435.257	9435.257	0.000	35141.526	35186.251	-44.725
pdb7o0g_A_bioassembly	ORF2-class09-N	733	239	58	3.208	115.010	25706.269	8434.182	8290.637	143.545	34140.451	34102.169	38.282
pdb7o0g_A_bioassembly	ORF2-class20-C	733	214	23	1.343	69.063	25706.269	7418.366	7338.635	79.731	33124.635	33104.220	20.415
pdb7o0g_A_bioassembly	ORF2-class19-N	733	239	58	3.208	115.010	25706.269	8427.525	8283.975	143.550	34133.794	34095.507	38.287
pdb7o0g_A_bioassembly	ORF2-class12-N	733	239	58	3.208	115.010	25706.269	8433.231	8289.684	143.547	34139.500	34101.216	38.284
pdb7o0g_A_bioassembly	ORF2-class09-C	733	214	49	4.831	102.518	25706.269	7417.784	7306.567	111.217	33124.053	33105.607	18.446
pdb7o0g_A_bioassembly	ORF2-class01-tower	733	201	42	5.676	116.191	25706.269	7044.950	6929.863	115.087	32751.219	32742.576	8.643
pdb7o0g_A_bioassembly	ORF2-class17-C	733	214	18	2.218	67.198	25706.269	7411.350	7344.861	66.489	33117.619	33108.581	9.038
pdb7o0g_A_bioassembly	ORF2-class02-RT	733	420	158	3.269	224.538	25706.269	14604.173	14264.425	339.748	40310.442	40185.485	124.956
pdb7o0g_A_bioassembly	ORF2-class05-wrist	733	201	42	2.931	104.653	25706.269	7063.668	6935.917	127.751	32769.937	32737.092	32.845
pdb7o0g_A_bioassembly	ORF2-class12-C	733	214	24	2.145	69.156	25706.269	7405.187	7332.358	72.829	33111.456	33098.036	13.420
pdb7o0g_A_bioassembly	ORF2-class11-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	ORF2-class07-thumb	733	84	44	4.745	84.571	25706.269	2903.124	2794.734	108.390	28609.393	28575.827	33.566
pdb7o0g_A_bioassembly	ORF2-class12-thumb	733	84	44	4.745	84.571	25706.269	2880.890	2772.500	108.390	28587.159	28553.593	33.566
pdb7o0g_A_bioassembly	pdb7v9u_A_bioassembly	733	309	150	2.740	134.720	25706.269	10816.655	10429.351	387.304	36522.924	36260.593	262.331
pdb7o0g_A_bioassembly	ORF2-class01-N	733	239	58	3.208	115.010	25706.269	8423.760	8280.212	143.547	34130.029	34091.744	38.285
pdb7o0g_A_bioassembly	ORF2-class20-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	pdb4hkq_A_bioassembly	733	441	405	2.942	213.086	25706.269	15688.746	14666.625	1022.121	41395.016	40576.234	818.782
pdb7o0g_A_bioassembly	ORF2-class06-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	ORF2-class04-tower	733	201	20	0.650	69.661	25706.269	7012.994	6934.749	78.244	32719.263	32700.933	18.330
pdb7o0g_A_bioassembly	ORF2-class07-wrist	733	201	33	2.474	88.348	25706.269	7055.154	6951.316	103.838	32761.423	32736.186	25.237
pdb7o0g_A_bioassembly	ORF2-class06-RT	733	420	118	2.816	153.577	25706.269	14612.702	14315.471	297.231	40318.971	40165.570	153.401
pdb7o0g_A_bioassembly	pdb7yer_A,B,C,D_bioassembly	1743	733	0	0.000	41.153	60915.743	25706.269	25706.269	0.000	86622.012	86670.175	-48.163
pdb7o0g_A_bioassembly	ORF2-class16-thumb	733	84	44	4.745	84.571	25706.269	2912.083	2803.694	108.390	28618.353	28584.786	33.566
pdb7o0g_A_bioassembly	pdb2e9r_X_bioassembly	733	476	157	3.565	232.967	25706.269	16908.909	16558.263	350.646	42615.178	42487.753	127.425
pdb7o0g_A_bioassembly	ORF2-class16-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	ORF2-class09-full	1275	733	0	0.000	40.593	44630.875	25706.269	25706.269	0.000	70337.144	70384.746	-47.603
pdb7o0g_A_bioassembly	pdb1bgw_A_bioassembly	733	679	0	0.000	39.446	25706.269	24026.488	24026.488	0.000	49732.757	49779.212	-46.455
pdb7o0g_A_bioassembly	ORF2-C	733	214	49	4.167	91.799	25706.269	7394.489	7310.123	84.366	33100.758	33098.444	2.314
pdb7o0g_A_bioassembly	ORF2-class14-N	733	239	58	3.208	115.010	25706.269	8433.539	8289.969	143.570	34139.808	34101.500	38.307
pdb7o0g_A_bioassembly	ORF2-class04-C	733	214	23	1.343	69.063	25706.269	7411.825	7332.103	79.723	33118.094	33097.687	20.407
pdb7o0g_A_bioassembly	ORF2-class20-N	733	239	58	3.208	115.010	25706.269	8436.414	8292.852	143.563	34142.683	34104.383	38.300
pdb7o0g_A_bioassembly	ORF2-class05-C	733	214	23	1.343	69.063	25706.269	7404.174	7324.440	79.734	33110.443	33090.025	20.419
pdb7o0g_A_bioassembly	ORF2-class03-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	ORF2-class03-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class13-C	733	214	23	1.343	69.063	25706.269	7409.747	7329.992	79.755	33116.016	33095.577	20.439
pdb7o0g_A_bioassembly	ORF2-class17-thumb	733	84	44	4.745	84.571	25706.269	2913.424	2805.034	108.390	28619.693	28586.127	33.566
pdb7o0g_A_bioassembly	ORF2-class10-wrist	733	201	0	0.000	37.135	25706.269	7075.239	7075.239	0.000	32781.508	32825.652	-44.144
pdb7o0g_A_bioassembly	ORF2-class18-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	pdb7sr6_A_bioassembly	733	566	385	3.474	223.563	25706.269	19896.180	19020.144	876.036	45602.449	44940.229	662.220
pdb7o0g_A_bioassembly	ORF2-class15-C	733	214	23	1.343	69.063	25706.269	7417.664	7337.935	79.729	33123.933	33103.520	20.413
pdb7o0g_A_bioassembly	ORF2-class13-tower	733	201	0	0.000	37.135	25706.269	7005.336	7005.336	0.000	32711.605	32755.749	-44.144
pdb7o0g_A_bioassembly	ORF2-class12-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class08-N	733	239	58	3.208	115.010	25706.269	8432.275	8288.733	143.543	34138.544	34100.264	38.280
pdb7o0g_A_bioassembly	ORF2-class13-N	733	239	58	3.208	115.010	25706.269	8432.558	8289.010	143.548	34138.827	34100.542	38.285
pdb7o0g_A_bioassembly	pdb6tz2_A,B_bioassembly	1709	733	0	0.000	41.118	60148.299	25706.269	25706.269	0.000	85854.568	85902.695	-48.128
pdb7o0g_A_bioassembly	ORF2-class19-tower	733	201	66	4.185	155.819	25706.269	7038.035	6871.885	166.150	32744.304	32724.225	20.078
pdb7o0g_A_bioassembly	ORF2-class05-N	733	239	58	3.208	115.010	25706.269	8433.349	8289.791	143.558	34139.618	34101.323	38.295
pdb7o0g_A_bioassembly	ORF2-class10-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	pdb7kqn_A_bioassembly	733	596	131	1.866	186.843	25706.269	20782.457	20357.747	424.710	46488.726	46241.113	247.614
pdb7o0g_A_bioassembly	pdb7mez_A,B_bioassembly	1536	733	0	0.000	40.928	53841.285	25706.269	25706.269	0.000	79547.554	79595.491	-47.937
pdb7o0g_A_bioassembly	ORF2-class12-RT	733	420	118	2.816	153.577	25706.269	14596.728	14299.496	297.231	40302.997	40149.595	153.401
pdb7o0g_A_bioassembly	ORF2-class19-full	1275	733	0	0.000	40.593	44595.580	25706.269	25706.269	0.000	70301.849	70349.452	-47.603
pdb7o0g_A_bioassembly	ORF2-class01-RT	733	420	158	3.269	224.538	25706.269	14604.173	14264.425	339.748	40310.442	40185.485	124.956
pdb7o0g_A_bioassembly	ORF2-class11-thumb	733	84	44	4.745	84.571	25706.269	2901.222	2792.832	108.390	28607.491	28573.925	33.566
pdb7o0g_A_bioassembly	ORF2-class20-wrist	733	201	0	0.000	37.135	25706.269	7068.299	7068.299	0.000	32774.568	32818.712	-44.144
pdb7o0g_A_bioassembly	ORF2-class11-RT	733	420	158	3.269	224.538	25706.269	14617.060	14277.312	339.748	40323.329	40198.373	124.956
pdb7o0g_A_bioassembly	ORF2-class13-thumb	733	84	44	4.745	84.571	25706.269	2880.466	2772.076	108.390	28586.735	28553.169	33.566
pdb7o0g_A_bioassembly	ORF2-class07-tower	733	201	0	0.000	37.135	25706.269	7038.804	7038.804	0.000	32745.073	32789.217	-44.144
pdb7o0g_A_bioassembly	ORF2-class15-thumb	733	84	44	4.745	84.571	25706.269	2883.521	2775.131	108.390	28589.790	28556.224	33.566
pdb7o0g_A_bioassembly	ORF2-class11-wrist	733	201	42	2.931	104.653	25706.269	7070.028	6947.125	122.902	32776.297	32748.300	27.996
pdb7o0g_A_bioassembly	ORF2-class17-tower	733	201	0	0.000	37.135	25706.269	7042.089	7042.089	0.000	32748.358	32792.502	-44.144
pdb7o0g_A_bioassembly	ORF2-class08-tower	733	201	0	0.000	37.135	25706.269	7033.134	7033.134	0.000	32739.403	32783.547	-44.144
pdb7o0g_A_bioassembly	pdb1h4s_A_bioassembly	733	473	0	0.000	38.774	25706.269	16623.739	16623.739	0.000	42330.008	42375.791	-45.783
pdb7o0g_A_bioassembly	ORF2-class12-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	ORF2-class17-wrist	733	201	42	2.931	104.653	25706.269	7084.026	6962.867	121.159	32790.295	32764.042	26.253
pdb7o0g_A_bioassembly	pdb4pqu_B_bioassembly	733	412	142	2.702	135.661	25706.269	14449.584	14095.876	353.707	40155.853	39928.059	227.793
pdb7o0g_A_bioassembly	ORF2-class06-wrist	733	201	0	0.000	37.135	25706.269	7080.893	7080.893	0.000	32787.163	32831.307	-44.144
pdb7o0g_A_bioassembly	pdb4k50_A_bioassembly	733	460	151	3.689	231.951	25706.269	16165.198	15840.026	325.172	41871.467	41768.499	102.968
pdb7o0g_A_bioassembly	ORF2-class11-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class04-wrist	733	201	0	0.000	37.135	25706.269	7072.663	7072.663	0.000	32778.932	32823.076	-44.144
pdb7o0g_A_bioassembly	ORF2-class01-full	1275	733	0	0.000	40.593	44648.019	25706.269	25706.269	0.000	70354.288	70401.891	-47.603
pdb7o0g_A_bioassembly	pdb7r06_A_bioassembly	733	597	0	0.000	39.208	25706.269	20796.948	20796.948	0.000	46503.217	46549.434	-46.217
pdb7o0g_A_bioassembly	ORF2-class02-full	1275	733	0	0.000	40.593	44648.019	25706.269	25706.269	0.000	70354.288	70401.891	-47.603
pdb7o0g_A_bioassembly	ORF2-class01-C	733	214	18	2.218	67.198	25706.269	7429.831	7363.333	66.499	33136.100	33127.053	9.048
pdb7o0g_A_bioassembly	ORF2-thumb	733	84	43	4.221	78.383	25706.269	2871.452	2763.495	107.958	28577.721	28538.400	39.321
pdb7o0g_A_bioassembly	ORF2-class13-RT	733	420	118	2.816	153.577	25706.269	14596.304	14299.073	297.231	40302.573	40149.172	153.401
pdb7o0g_A_bioassembly	ORF2-class17-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class20-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class10-RT	733	420	154	3.208	224.010	25706.269	14624.608	14286.845	337.764	40330.877	40207.376	123.501
pdb7o0g_A_bioassembly	pdb5tsn_A_bioassembly	733	500	124	2.984	207.569	25706.269	17480.605	17190.123	290.482	43186.874	43094.214	92.660
pdb7o0g_A_bioassembly	ORF2-class11-full	1275	733	0	0.000	40.593	44621.884	25706.269	25706.269	0.000	70328.153	70375.755	-47.603
pdb7o0g_A_bioassembly	ORF2-palm	733	218	126	2.813	162.506	25706.269	7609.145	7290.060	319.085	33315.414	33149.089	166.325
pdb7o0g_A_bioassembly	ORF2-class04-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	ORF2-class14-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class04-full	1275	733	0	0.000	40.593	44602.674	25706.269	25706.269	0.000	70308.943	70356.545	-47.603
pdb7o0g_A_bioassembly	pdb4pqu_A,B_bioassembly	957	733	349	3.078	236.114	33655.789	25706.269	24903.728	802.541	59362.058	58785.396	576.661
pdb7o0g_A_bioassembly	ORF2-class14-RT	733	420	158	3.269	224.538	25706.269	14602.366	14262.618	339.748	40308.635	40183.679	124.956
pdb7o0g_A_bioassembly	ORF2-crystal-full	733	697	0	0.000	39.494	25706.269	24310.906	24310.906	0.000	50017.175	50063.678	-46.503
pdb7o0g_A_bioassembly	ORF2-class15-wrist	733	201	36	2.033	104.796	25706.269	7064.710	6940.159	124.551	32770.979	32741.477	29.502
pdb7o0g_A_bioassembly	ORF2-class08-thumb	733	84	44	4.745	84.571	25706.269	2894.454	2786.064	108.390	28600.723	28567.157	33.566
pdb7o0g_A_bioassembly	ORF2-class04-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-class15-N	733	239	58	3.208	115.010	25706.269	8420.752	8277.230	143.522	34127.021	34088.761	38.260
pdb7o0g_A_bioassembly	pdb4wta_A_bioassembly	733	535	181	3.455	299.078	25706.269	18715.109	18304.216	410.892	44421.378	44299.817	121.561
pdb7o0g_A_bioassembly	pdb1mu2_B_bioassembly	733	402	139	2.954	133.821	25706.269	14131.938	13809.239	322.699	39838.207	39639.581	198.626
pdb7o0g_A_bioassembly	pdb5g2x_C_bioassembly	733	486	165	3.556	234.392	25706.269	17566.509	17213.331	353.179	43272.778	43144.244	128.534
pdb7o0g_A_bioassembly	ORF2-class17-fingers	733	118	23	2.022	67.270	25706.269	4061.188	3983.224	77.964	29767.457	29747.017	20.441
pdb7o0g_A_bioassembly	pdb7y38_A,B,C_bioassembly	1413	733	0	0.000	40.778	49774.670	25706.269	25706.269	0.000	75480.939	75528.726	-47.787
pdb7o0g_A_bioassembly	ORF2-class06-N	733	239	58	3.208	115.010	25706.269	8441.087	8297.544	143.543	34147.356	34109.076	38.280
pdb7o0g_A_bioassembly	ORF2-class02-thumb	733	84	44	4.745	84.571	25706.269	2888.335	2779.945	108.390	28594.604	28561.038	33.566
pdb7o0g_A_bioassembly	pdb7pks-bundle2_full	733	317	0	0.000	38.017	25706.269	11168.256	11168.256	0.000	36874.525	36919.551	-45.026
pdb7o0g_A_bioassembly	ORF2-class17-RT	733	420	158	3.271	224.538	25706.269	14629.262	14288.307	340.955	40335.531	40209.368	126.164
pdb7o0g_A_bioassembly	ORF2-fingers	733	118	23	2.002	67.270	25706.269	4064.425	3984.882	79.542	29770.694	29748.675	22.019
pdb7o0g_A_bioassembly	pdb6oe7_A_bioassembly	733	258	0	0.000	37.621	25706.269	9154.894	9154.894	0.000	34861.163	34905.793	-44.630
pdb7o0g_A_bioassembly	ORF2-class03-thumb	733	84	44	4.745	84.571	25706.269	2883.231	2774.841	108.390	28589.500	28555.933	33.566
pdb7o0g_A_bioassembly	ORF2-class19-thumb	733	84	44	4.745	84.571	25706.269	2875.052	2766.662	108.390	28581.321	28547.755	33.566
pdb7o0g_A_bioassembly	pdb1mu2_A,B_bioassembly	940	733	296	3.175	277.328	33073.124	25706.269	25031.568	674.701	58779.393	58371.818	407.575
pdb7o0g_A_bioassembly	pdb4cgz_A_bioassembly	733	629	0	0.000	39.304	25706.269	22153.210	22153.210	0.000	47859.479	47905.793	-46.314
pdb7o0g_A_bioassembly	ORF2-crystal-RT	733	407	195	4.368	219.274	25706.269	14151.895	13798.552	353.343	39858.164	39714.348	143.816
pdb7o0g_A_bioassembly	ORF2-class16-palm	733	218	126	2.781	162.506	25706.269	7611.973	7292.873	319.099	33318.242	33151.902	166.340
pdb7o0g_A_bioassembly	ORF2-crystal-fingers	733	118	17	0.754	66.736	25706.269	4068.465	3999.222	69.243	29774.734	29762.479	12.254
pdb7o0g_A_bioassembly	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	733	0	0.000	42.584	141282.796	25706.269	25706.269	0.000	166989.065	167038.658	-49.593
pdb7o0g_A_bioassembly	ORF2-class06-full	1275	733	0	0.000	40.593	44662.129	25706.269	25706.269	0.000	70368.398	70416.000	-47.603
pdb7o0g_A_bioassembly	ORF2-full	1275	733	0	0.000	40.593	44355.184	25706.269	25706.269	0.000	70061.453	70109.055	-47.603
pdb7o0g_A_bioassembly	ORF2-class19-RT	733	420	153	3.189	224.253	25706.269	14590.890	14253.248	337.642	40297.159	40174.023	123.136
pdb7o0g_A_bioassembly	ORF2-class05-RT	733	420	179	3.383	242.649	25706.269	14606.764	14240.087	366.678	40313.033	40179.258	133.776
pdb7o0g_A_bioassembly	ORF2-wrist	733	201	0	0.000	37.135	25706.269	7022.779	7022.779	0.000	32729.048	32773.192	-44.144
pdb7o0g_A_bioassembly	ORF2-class14-full	1275	733	0	0.000	40.593	44578.540	25706.269	25706.269	0.000	70284.809	70332.412	-47.603
pdb7o0g_A_bioassembly	pdb7xi9_A_bioassembly	869	733	0	0.000	39.898	30917.502	25706.269	25706.269	0.000	56623.771	56670.679	-46.908
pdb7o0g_A_bioassembly	ORF2-RT	733	420	118	2.864	153.577	25706.269	14586.915	14289.533	297.382	40293.184	40139.633	153.552
pdb7o0g_A_bioassembly	ORF2-class09-thumb	733	84	44	4.745	84.571	25706.269	2884.636	2776.246	108.390	28590.905	28557.339	33.566
ORF2-crystal-wrist	ORF2-N	239	182	0	0.000	34.825	8403.687	6359.311	6359.311	0.000	14762.998	14804.833	-41.835
ORF2-crystal-wrist	ORF2-class07-C	214	182	64	4.640	126.503	7402.507	6359.311	6215.966	143.345	13761.819	13737.559	24.259
ORF2-crystal-wrist	ORF2-class18-C	214	182	19	1.121	63.684	7414.137	6359.311	6283.680	75.631	13773.448	13754.083	19.365
ORF2-crystal-wrist	ORF2-class18-thumb	182	84	40	4.682	82.898	6359.311	2906.426	2785.098	121.328	9265.737	9220.208	45.529
ORF2-crystal-wrist	ORF2-class08-RT	420	182	0	0.000	35.903	14610.292	6359.311	6359.311	0.000	20969.603	21012.515	-42.913
ORF2-crystal-wrist	ORF2-class17-N	239	182	21	2.025	61.691	8433.993	6359.311	6290.398	68.914	14793.304	14778.448	14.856
ORF2-crystal-wrist	ORF2-class02-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class07-N	239	182	21	2.025	61.691	8436.945	6359.311	6290.386	68.925	14796.256	14781.389	14.867
ORF2-crystal-wrist	ORF2-class03-wrist	201	182	182	2.156	70.824	7072.663	6359.311	5771.893	587.418	13431.974	12908.086	523.889
ORF2-crystal-wrist	ORF2-class20-RT	420	182	0	0.000	35.903	14623.604	6359.311	6359.311	0.000	20982.916	21025.828	-42.913
ORF2-crystal-wrist	ORF2-class13-full	1275	182	182	2.054	93.194	44581.521	6359.311	5758.076	601.235	50940.832	50422.037	518.794
ORF2-crystal-wrist	ORF2-class09-wrist	201	182	182	2.267	63.803	7098.816	6359.311	5785.443	573.868	13458.127	12940.768	517.360
ORF2-crystal-wrist	ORF2-class01-thumb	182	84	43	6.022	66.338	6359.311	2888.335	2791.585	96.750	9247.646	9210.134	37.512
ORF2-crystal-wrist	ORF2-class05-tower	201	182	19	1.527	57.224	7072.231	6359.311	6287.678	71.633	13431.542	13409.838	21.704
ORF2-crystal-wrist	ORF2-class14-thumb	182	84	41	5.351	69.891	6359.311	2886.528	2785.415	101.114	9245.840	9207.517	38.323
ORF2-crystal-wrist	pdb1aoi_A,B,C,D_bioassembly	395	182	70	6.267	109.897	13793.615	6359.311	6208.518	150.793	20152.926	20103.435	49.491
ORF2-crystal-wrist	pdb6ar1_A_bioassembly	417	182	41	3.827	83.507	14535.519	6359.311	6251.510	107.801	20894.830	20861.838	32.992
ORF2-crystal-wrist	ORF2-class19-wrist	201	182	180	1.872	73.402	7055.243	6359.311	5745.045	614.266	13414.554	12866.395	548.160
ORF2-crystal-wrist	pdb7ksf_A_bioassembly	742	182	0	0.000	36.962	26151.340	6359.311	6359.311	0.000	32510.651	32554.622	-43.971
ORF2-crystal-wrist	ORF2-class01-wrist	201	182	182	2.704	55.776	7061.694	6359.311	5823.563	535.748	13421.005	12933.738	487.267
ORF2-crystal-wrist	ORF2-class16-wrist	201	182	182	2.120	70.824	7074.312	6359.311	5765.176	594.135	13433.623	12903.017	530.606
ORF2-crystal-wrist	ORF2-class10-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class16-full	1275	182	180	2.045	95.361	44704.826	6359.311	5762.915	596.396	51064.138	50552.350	511.788
ORF2-crystal-wrist	pdb7pks-bundle1_full	12927	182	0	0.000	41.984	453130.097	6359.311	6359.311	0.000	459489.408	459538.402	-48.994
ORF2-crystal-wrist	ORF2-class05-thumb	182	84	36	5.910	72.049	6359.311	2890.926	2802.076	88.850	9250.238	9226.336	23.901
ORF2-crystal-wrist	ORF2-class18-N	239	182	21	2.025	61.691	8430.142	6359.311	6290.389	68.922	14789.453	14774.588	14.864
ORF2-crystal-wrist	pdb6qct_A,B,C_bioassembly	2186	182	0	0.000	38.908	76820.278	6359.311	6359.311	0.000	83179.589	83225.507	-45.918
ORF2-crystal-wrist	ORF2-class03-C	214	182	19	1.121	63.684	7411.825	6359.311	6283.691	75.620	13771.136	13751.782	19.354
ORF2-crystal-wrist	ORF2-class19-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class10-thumb	182	84	52	6.832	94.073	6359.311	2908.770	2786.266	122.504	9268.081	9232.551	35.531
ORF2-crystal-wrist	ORF2-class14-C	214	182	69	4.228	144.390	7410.671	6359.311	6201.028	158.284	13769.982	13748.671	21.311
ORF2-crystal-wrist	ORF2-class08-wrist	201	182	177	1.617	72.956	7088.388	6359.311	5714.145	645.166	13447.699	12868.193	579.506
ORF2-crystal-wrist	ORF2-class06-C	214	182	64	4.640	126.503	7414.184	6359.311	6216.001	143.310	13773.495	13749.270	24.224
ORF2-crystal-wrist	ORF2-class03-tower	201	182	37	3.414	100.351	7012.994	6359.311	6260.909	98.402	13372.305	13366.958	5.346
ORF2-crystal-wrist	ORF2-class09-RT	420	182	0	0.000	35.903	14600.474	6359.311	6359.311	0.000	20959.785	21002.698	-42.913
ORF2-crystal-wrist	ORF2-class19-C	214	182	19	1.121	63.684	7409.247	6359.311	6283.699	75.612	13768.558	13749.211	19.346
ORF2-crystal-wrist	ORF2-class10-full	1275	182	180	2.184	95.361	44620.196	6359.311	5771.133	588.179	50979.507	50475.936	503.571
ORF2-crystal-wrist	ORF2-class10-C	214	182	65	4.590	126.517	7410.500	6359.311	6209.252	150.060	13769.811	13738.850	30.961
ORF2-crystal-wrist	ORF2-class11-N	239	182	21	2.025	61.691	8417.778	6359.311	6290.399	68.912	14777.090	14762.235	14.854
ORF2-crystal-wrist	ORF2-class02-tower	201	182	53	5.077	91.764	7044.950	6359.311	6240.399	118.912	13404.261	13369.819	34.442
ORF2-crystal-wrist	pdb4mh8_A_bioassembly	453	182	23	1.136	67.265	15980.341	6359.311	6268.117	91.194	22339.652	22306.870	32.782
ORF2-crystal-wrist	ORF2-class02-wrist	201	182	182	2.704	55.776	7061.694	6359.311	5823.563	535.748	13421.005	12933.738	487.267
ORF2-crystal-wrist	ORF2-class10-tower	201	182	0	0.000	34.488	7011.342	6359.311	6359.311	0.000	13370.653	13412.150	-41.497
ORF2-crystal-wrist	pdb4u1c_A,B_bioassembly	271	182	32	1.413	82.342	9435.257	6359.311	6240.579	118.732	15794.568	15750.302	44.266
ORF2-crystal-wrist	ORF2-class09-N	239	182	21	2.025	61.691	8434.182	6359.311	6290.404	68.907	14793.493	14778.644	14.849
ORF2-crystal-wrist	ORF2-class20-C	214	182	19	1.121	63.684	7418.366	6359.311	6283.693	75.618	13777.677	13758.325	19.352
ORF2-crystal-wrist	ORF2-class19-N	239	182	21	2.025	61.691	8427.525	6359.311	6290.390	68.921	14786.836	14771.973	14.863
ORF2-crystal-wrist	ORF2-class12-N	239	182	21	2.025	61.691	8433.231	6359.311	6290.396	68.916	14792.542	14777.685	14.858
ORF2-crystal-wrist	ORF2-class09-C	214	182	19	1.121	63.684	7417.784	6359.311	6283.698	75.614	13777.095	13757.747	19.348
ORF2-crystal-wrist	ORF2-class01-tower	201	182	53	5.077	91.764	7044.950	6359.311	6240.399	118.912	13404.261	13369.819	34.442
ORF2-crystal-wrist	ORF2-class17-C	214	182	64	4.640	126.503	7411.350	6359.311	6215.992	143.319	13770.661	13746.427	24.234
ORF2-crystal-wrist	ORF2-class02-RT	420	182	0	0.000	35.903	14604.173	6359.311	6359.311	0.000	20963.484	21006.396	-42.913
ORF2-crystal-wrist	ORF2-class05-wrist	201	182	181	1.819	71.999	7063.668	6359.311	5728.524	630.787	13422.979	12856.896	566.083
ORF2-crystal-wrist	ORF2-class12-C	214	182	61	4.364	135.898	7405.187	6359.311	6212.665	146.646	13764.498	13746.332	18.166
ORF2-crystal-wrist	ORF2-class11-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
